institution, pre_qual stipend, after_qual stipend, living cost, fee, public/private, summer funding guarantee, pre_qual stipend, after_qual stipend, pre_qual verified, post_qual verified
"University of Maryland - College Park *", 36705, 39424, 46403, 1603, public, No, 15286, 16419, Yes, Yes
