institution, pre_qual stipend, after_qual stipend, living cost, fee, public/private, labels, pre_qual stipend, after_qual stipend, pre_qual verified, post_qual verified
"University College London (UCL)", 19668, 19668, 24000, 0, public, summer-gtd, unknown, unknown, Yes, Yes
